date,latitude,longitude,zon.winds,mer.winds,humidity,air temp.
1988-02-20,2.03,165.0,-2.7,-3.8,86.0,27.56
1990-05-26,7.06,-132.5,-3.5,3.8,80.3,27.72
1988-12-03,-0.07,-110.0,-1.3,2.6,76.5,19.0
1994-11-07,-5.0,-124.9,-6.5,2.4,75.4,25.56
1995-08-02,2.0,165.0,-4.2,-2.9,73.8,28.98
1995-07-19,-0.03,-170.0,-2.2,-0.6,69.6,27.23
1993-06-01,-1.95,164.4,-4.0,-1.3,85.0,28.42
1989-12-16,-0.01,165.0,3.9,-2.2,86.7,27.45
1994-06-17,0.03,-140.0,-6.0,-1.9,85.1,25.9
1995-10-09,-2.0,-140.0,-4.4,-2.1,96.2,23.31
1988-03-20,-5.04,-109.8,-5.2,4.1,79.7,26.27
1995-02-27,-4.98,165.1,2.8,-2.1,86.8,28.16
1993-08-07,-0.01,-124.4,-5.7,0.9,89.1,24.55
1994-11-07,-4.99,-155.0,-5.2,-1.1,75.9,27.4
1993-11-23,4.96,147.0,4.5,1.0,82.4,28.75
1994-11-12,0.01,-110.0,-4.5,2.6,76.9,23.2
1993-12-13,-2.01,-110.0,-5.6,3.2,82.1,23.81
1994-08-06,-8.01,-109.94,-6.9,0.8,74.2,24.23
1994-02-02,-8.01,-170.0,-2.2,-3.0,84.2,26.69
1993-10-16,-7.98,165.0,-7.4,4.2,99.3,27.19
1994-08-27,9.0,-140.2,-5.6,1.1,82.1,27.77
1993-01-07,2.05,165.0,-4.4,1.3,82.4,27.56
1991-09-29,0.03,-110.0,-5.4,4.0,79.3,23.55
1993-12-22,0.0,143.0,5.3,0.6,89.7,27.6
1989-05-03,1.99,165.0,1.0,1.0,77.0,28.25
1995-08-17,2.0,-179.9,-3.8,0.6,76.7,28.16
1993-10-11,1.99,-179.9,-4.0,5.0,86.1,27.55
1990-11-28,0.01,165.0,2.6,0.0,78.1,28.05
1995-11-07,0.01,-139.9,-5.4,1.4,82.1,23.48
1993-01-04,5.01,-109.94,-3.1,3.8,85.2,25.12
1995-07-10,8.45,-154.0,-3.2,3.5,89.2,26.4
1994-05-15,-8.02,-125.0,-5.4,2.5,74.0,26.9
1996-09-30,-8.28,-155.0,-5.8,-1.6,75.9,27.64
1993-09-20,-1.96,-179.9,-1.8,-1.6,82.8,28.9
1993-01-13,-1.98,164.4,-0.3,3.7,77.2,28.12
1993-04-29,0.01,-155.0,-3.5,-0.4,86.7,27.94
1996-12-30,-5.01,156.0,0.9,-1.0,80.0,28.33
1994-09-15,-2.0,156.0,0.8,5.7,73.5,27.75
1994-09-11,7.95,-155.0,-1.1,1.4,79.8,28.42
1994-02-18,0.02,-124.4,-4.6,1.5,88.8,24.9
1992-02-05,8.0,165.0,-0.8,-2.7,84.4,26.86
1995-06-18,8.01,-170.0,-7.3,-2.9,87.3,28.36
1996-01-29,4.97,147.0,-5.9,-3.7,85.3,28.02
1995-08-31,8.05,-94.94,-5.7,0.7,88.2,26.58
1988-08-13,-5.05,-109.8,-4.3,1.6,79.7,22.47
1994-02-02,-7.98,165.0,-1.0,-0.9,83.0,28.98
1991-01-24,7.0,-140.0,-7.1,2.8,85.9,26.22
1994-08-05,0.0,156.0,-3.6,3.0,76.9,28.34
1996-05-30,5.08,-94.94,1.5,5.7,86.8,26.33
1995-06-12,2.01,-155.0,-4.3,-0.2,77.4,27.19
1989-01-11,-0.2,-124.44,-3.9,2.0,81.0,22.11
1995-01-24,4.99,-154.9,-7.6,-2.5,90.6,26.64
1994-12-09,2.0,165.0,4.0,-1.9,79.3,28.33
1992-10-24,-2.16,-170.0,-4.5,-2.6,79.3,27.33
1991-11-16,8.99,-140.2,-0.4,1.9,86.7,25.69
1994-09-19,8.12,-124.94,2.8,2.7,88.2,26.47
1995-02-17,-2.0,-110.0,-4.9,4.1,83.1,25.88
1996-06-13,5.08,-94.94,-0.4,6.6,74.7,25.83
1992-05-06,1.99,165.0,-0.4,-2.5,81.3,28.56
1985-09-02,0.1,-110.0,-5.6,3.8,91.2,21.84
1996-10-17,2.02,156.0,-3.0,2.9,86.5,27.81
1996-11-08,2.0,-180.0,-2.5,1.7,82.5,28.05
1994-10-10,-4.99,156.0,-4.0,4.2,76.4,27.48
1990-01-14,0.0,-110.0,-5.8,3.0,81.5,23.48
1996-09-25,-5.01,-95.06,-5.0,4.2,86.7,20.77
1993-08-09,8.05,165.1,-1.4,1.4,81.3,27.9
1996-12-11,7.96,-155.0,-6.1,-4.9,79.3,27.3
1992-01-06,5.12,-124.94,-0.7,0.3,86.7,25.95
1994-12-17,-0.03,-170.0,-4.2,-0.2,81.8,29.27
1995-01-17,-4.99,-155.0,-6.1,-2.8,78.6,27.75
1995-10-11,-2.0,-95.0,-3.8,3.3,90.2,19.69
1993-06-23,2.0,156.0,-0.9,-0.9,84.8,27.52
1995-10-16,-5.01,-139.9,-8.5,-0.1,80.4,25.94
1994-07-25,0.03,-124.4,-5.0,-1.1,85.4,22.4
1993-03-01,-7.97,-125.0,-3.9,-0.9,88.2,25.34
1994-09-29,5.01,-140.0,-3.8,4.5,78.5,27.27
1991-11-14,-4.99,-140.0,-7.0,0.1,70.7,26.88
1995-03-13,-5.01,156.0,0.7,-1.0,76.9,29.08
1996-09-04,-5.03,-179.9,-6.4,-3.6,80.9,27.22
1994-06-26,-4.98,165.1,-0.5,1.5,83.3,28.23
1991-12-05,-4.99,165.0,6.2,1.8,81.6,29.31
1993-05-18,-0.04,-170.0,-0.7,-1.1,82.2,28.16
1995-12-22,8.04,-170.0,-7.6,-1.6,82.6,27.28
1996-02-07,-2.01,156.0,-7.3,-2.5,76.2,29.88
1994-01-25,-4.98,-139.9,-7.3,1.1,84.9,26.31
1993-01-04,1.92,147.1,-2.8,-6.3,78.9,28.5
1993-01-19,2.04,-110.2,-5.4,3.0,83.0,26.0
1988-11-26,-0.17,-139.9,-8.2,-1.0,76.8,22.38
1995-10-04,-0.02,-170.0,-6.5,0.2,71.8,26.38
1996-12-06,-1.93,164.4,-0.4,-2.5,74.6,28.92
1989-04-03,-0.07,-110.0,-2.7,0.2,76.5,24.38
1994-11-22,5.01,-140.0,-5.4,3.3,79.6,27.36
1996-11-29,1.99,-140.0,-6.8,1.7,80.9,24.48
1992-10-14,4.99,-140.0,-1.6,3.1,76.2,25.73
1992-11-27,-5.03,-124.9,-6.0,-1.1,78.9,24.66
1994-06-09,9.02,-140.2,4.9,-0.7,84.7,28.08
1986-08-06,-2.02,-110.0,-7.2,1.7,86.8,22.92
1992-11-16,2.05,-110.2,-3.3,4.4,81.3,23.69
1994-06-06,-2.02,-140.0,-6.6,0.6,84.1,27.39
1987-01-03,-1.98,-140.0,-6.3,3.1,85.5,27.06
1993-02-25,-7.98,165.0,4.0,-2.8,84.4,27.8
1993-11-02,8.04,165.1,-3.1,-3.5,83.9,27.62
1994-06-27,0.02,-124.4,-6.8,-0.6,81.9,24.67
1988-07-07,-5.05,-109.8,-6.1,2.7,79.7,23.88
1992-08-14,8.03,-110.06,-6.0,2.0,83.6,27.23
1993-06-29,4.98,-170.0,-2.8,-4.4,86.1,27.14
1992-07-25,-4.97,-140.0,-7.2,2.9,86.3,26.12
1996-10-15,4.98,-169.9,-3.1,0.5,83.8,26.69
1994-06-04,-8.01,-180.0,-3.1,-2.0,75.3,29.45
1989-01-13,-0.03,165.0,-3.2,-2.8,85.6,27.31
1994-03-28,-0.04,-170.0,-4.2,0.4,86.7,27.02
1985-04-27,-0.03,-140.1,-3.6,1.0,79.3,24.2
1996-05-09,9.0,-140.2,-5.2,-1.0,81.5,26.94
1989-04-08,7.04,-140.1,-8.4,-2.5,75.9,26.88
1993-10-09,-8.01,-125.0,-5.7,-1.1,77.3,26.11
1985-02-28,-0.01,-124.56,-3.9,-0.1,79.3,24.2
1994-12-25,-1.98,-140.0,-6.7,-2.0,74.3,26.69
1996-12-23,5.12,-124.9,-6.7,4.3,81.7,25.8
1981-08-12,-0.02,-94.94,-3.4,4.6,82.7,19.19
1986-10-27,2.0,165.0,2.2,0.0,74.2,28.1
1996-02-21,5.01,156.1,-5.3,-0.6,83.7,28.12
1993-06-23,9.0,-140.2,-5.3,-2.8,86.1,27.16
1993-06-26,-0.03,-110.0,-3.0,2.0,89.6,24.4
1990-09-03,0.0,-110.06,-5.6,2.8,89.5,24.75
1993-10-07,0.01,-155.0,-4.8,-2.0,84.4,26.81
1992-11-30,2.05,-110.2,-6.7,5.0,77.6,24.75
1992-03-20,2.01,156.0,-5.6,-6.1,78.5,27.23
1993-08-11,-1.99,-95.0,-4.6,2.0,90.9,21.5
1990-09-19,4.99,-140.0,-1.0,-1.7,88.5,25.25
1995-08-25,-2.0,-179.9,-5.0,-0.3,83.6,27.55
1992-11-30,2.03,137.0,-1.8,-1.4,78.1,28.8
1993-12-31,9.01,-140.2,-3.7,-6.4,81.4,27.62
1989-02-08,-0.03,165.0,-4.5,-2.3,83.7,27.39
1993-06-22,-0.04,-170.0,-2.6,0.9,76.4,28.73
1988-10-03,-2.03,-110.0,-3.8,4.0,93.1,21.25
1992-11-26,-0.01,160.5,3.0,0.3,81.3,28.6
1989-12-02,-2.04,-140.1,-3.7,-0.4,76.8,25.45
1991-12-05,1.99,-140.4,-6.1,1.1,80.2,27.52
1990-01-14,0.0,-169.5,-8.1,3.4,76.0,27.84
1994-08-28,-8.01,-180.0,-2.7,0.2,85.8,26.78
1994-06-15,5.0,156.0,1.5,-0.4,80.1,28.56
1986-05-27,-0.02,-140.0,-0.3,-3.0,79.2,25.61
1995-07-10,6.68,137.6,0.7,1.7,84.0,28.55
1994-10-01,1.96,-125.06,-5.2,5.0,77.7,24.83
1988-06-09,5.0,-140.0,-3.3,4.2,79.3,25.83
1994-04-29,-8.01,-179.9,-6.1,-1.2,79.7,29.31
1996-09-23,8.02,-125.0,1.5,5.3,80.9,26.72
1988-05-25,-0.05,-139.9,-4.8,-0.9,76.8,24.27
1996-04-05,-8.29,-155.0,-5.1,0.0,79.5,28.6
1992-08-06,-2.0,164.8,-2.6,0.0,77.0,28.17
1993-05-03,0.0,165.0,-3.4,-0.8,81.8,27.9
1993-11-22,2.0,-140.0,-2.8,4.3,84.7,25.86
1995-05-16,1.98,-95.0,-1.3,7.4,89.4,24.6
1990-05-12,0.0,-110.0,-2.8,3.6,85.6,26.16
1995-12-21,8.06,-110.1,2.8,4.7,87.9,26.05
1991-10-12,-4.99,-140.0,-4.4,-1.8,82.8,26.38
1990-03-14,5.01,147.0,-5.2,-4.2,81.3,28.14
1996-01-11,2.29,-140.9,-5.0,1.8,90.6,24.5
1995-01-01,5.01,-94.94,-2.4,1.5,89.5,27.12
1992-03-17,-2.02,-155.0,-5.7,-3.6,82.4,29.02
1990-03-23,4.99,-110.06,-7.2,-0.6,81.4,27.67
1995-12-02,-0.27,-124.4,-5.5,-2.2,79.3,22.25
1992-02-04,1.93,-125.06,-4.4,2.6,83.2,26.5
1988-06-03,1.95,-140.0,-4.2,-2.5,76.5,24.72
1986-07-15,-8.03,-109.94,-6.6,2.2,80.1,24.44
1993-12-06,8.05,165.1,0.4,-7.5,76.4,28.45
1992-11-17,4.99,147.0,4.4,1.3,77.0,28.34
1995-02-23,5.01,-155.0,-4.9,-2.0,84.1,27.03
1995-06-18,-2.09,-124.9,-5.9,0.9,84.7,25.12
1992-06-21,-5.0,-110.0,-7.7,2.4,75.4,26.27
1984-03-19,0.0,-109.2,-1.8,1.1,88.5,25.45
1995-09-10,-0.2,-124.44,-5.2,1.6,97.1,23.16
1995-04-14,9.0,-140.2,-4.6,-1.5,82.8,26.75
1992-10-07,7.96,-155.0,-4.8,0.3,77.0,27.8
1993-10-24,-4.98,-179.9,4.9,-2.2,84.2,27.73
1996-11-06,8.03,-125.0,0.6,2.7,89.2,25.38
1986-11-08,2.14,-110.25,-6.5,3.7,72.7,25.4
1992-04-25,0.03,-155.0,5.2,-1.4,92.6,26.69
1995-04-11,6.68,137.6,1.1,-2.8,86.8,28.0
1994-06-19,8.05,165.1,-3.0,-1.4,86.3,27.4
1990-11-29,5.0,-110.0,-3.0,6.3,78.1,25.39
1992-02-05,0.04,-155.0,-1.8,-4.0,85.9,28.44
1996-02-26,2.01,147.0,-2.3,-0.9,79.5,28.31
1987-05-27,0.05,-124.44,3.1,5.8,88.3,27.94
1989-07-22,-2.02,-140.0,-7.9,-0.1,85.3,26.58
1988-12-01,-0.2,-124.44,-4.4,-0.6,81.0,18.75
1988-02-23,-0.03,-140.0,-6.6,-0.2,79.2,25.78
1994-04-17,7.99,-170.0,-7.1,-5.0,85.4,27.38
1994-01-19,-0.05,-170.0,-6.7,0.6,83.4,26.97
1992-06-01,1.92,-125.06,-4.7,0.9,87.5,27.5
1989-05-28,1.99,165.0,-5.6,1.2,85.5,27.36
1995-02-07,-4.99,-155.0,-2.6,-4.2,79.8,26.78
1991-03-19,0.02,165.0,-7.3,2.6,86.7,27.7
1993-02-23,0.0,157.5,-1.1,-4.2,83.6,28.12
1986-05-30,-0.01,-110.0,-3.7,2.1,85.3,24.86
1992-05-16,-0.03,-170.0,-1.8,-1.7,84.0,27.34
1993-12-11,0.04,-179.9,-2.6,-5.5,82.5,28.8
1987-08-28,5.02,-110.0,-2.1,7.5,91.2,26.97
1995-09-21,-4.98,-95.2,-4.0,3.2,96.2,20.84
1993-01-16,-2.15,-170.0,1.4,-5.5,74.2,28.2
1992-09-19,4.99,147.0,0.2,-3.0,77.3,28.55
1988-10-15,5.0,165.0,-2.0,-0.5,79.3,28.16
1996-01-02,-2.16,-170.0,-4.8,-3.1,76.1,26.73
1983-11-01,-0.09,-140.2,-3.3,-0.1,80.0,23.44
1995-02-21,-0.24,-124.44,-3.9,0.1,83.3,25.84
1996-07-24,2.43,137.4,2.5,1.1,77.8,28.95
1992-06-02,5.0,156.0,-3.8,-0.3,82.0,28.86
1996-06-18,-2.16,-170.0,-6.6,1.6,76.1,28.22
1994-02-22,-0.01,-124.4,-7.2,-1.4,85.2,24.88
1995-06-16,-4.98,165.1,-6.8,2.2,82.3,28.17
1993-03-01,5.05,165.0,-7.2,-4.2,82.8,28.08
1992-12-20,-5.0,-110.0,-5.5,0.9,81.6,23.69
1994-11-15,-2.0,156.0,1.3,4.1,82.8,28.88
1993-07-07,-0.04,-170.0,-6.8,-0.3,79.2,29.25
1990-05-17,7.03,-147.5,-5.9,-4.5,78.2,27.78
1992-04-04,0.02,164.9,-2.0,-3.3,76.5,28.48
1995-08-16,2.0,-179.9,-5.0,-0.5,75.2,28.11
1994-12-01,2.01,-170.0,-6.0,-3.2,79.8,29.42
1989-02-08,7.04,-147.5,-4.7,-3.4,80.9,28.03
1992-02-07,0.02,-140.0,-3.3,-5.8,83.1,26.77
1993-10-17,-1.95,164.4,2.3,0.2,81.6,28.27
1995-06-28,-4.98,165.1,-4.5,0.8,78.7,27.81
1994-02-19,0.02,-179.9,-6.3,-2.6,81.6,27.31
1987-10-14,5.02,-110.0,-1.5,8.7,92.1,26.75
1995-06-08,-4.99,-155.0,-7.3,1.2,80.6,27.6
1993-01-25,-8.0,-170.0,0.8,-3.4,80.9,28.47
1994-01-04,0.03,-179.9,-2.0,-3.3,81.2,28.25
1994-10-19,5.04,165.0,4.1,-0.6,85.5,27.83
1993-02-08,1.92,147.0,1.1,-2.8,86.3,27.62
1996-01-26,-5.0,-155.0,-8.6,2.2,81.3,27.08
1996-04-17,-0.01,-170.0,-5.8,-2.2,83.8,26.73
1996-12-14,-2.15,-170.0,-6.8,-2.0,80.0,27.5
1989-11-14,7.05,-132.4,-5.6,1.3,80.9,25.52
1994-08-07,5.03,165.0,1.9,-1.6,82.0,27.64
1995-08-26,4.99,-179.9,-5.7,1.1,72.6,28.89
1995-05-20,-4.97,-110.0,-5.4,1.1,79.6,26.34
1994-08-27,5.02,-140.0,-5.6,1.1,85.9,26.77
1996-09-26,-8.28,-155.0,-1.3,0.2,68.2,27.56
1990-12-20,0.01,-140.1,-7.0,-1.5,81.4,26.02
1994-10-20,1.95,-125.06,-3.8,3.8,80.5,25.06
1992-07-25,0.01,156.0,0.4,1.1,82.6,28.38
1990-02-06,7.01,-140.1,-9.3,-3.6,86.1,26.67
1990-04-28,7.02,-147.5,-3.9,-3.9,83.0,27.3
1991-02-25,0.02,165.0,8.0,0.9,86.7,26.31
1989-07-02,-4.99,165.0,-6.8,3.7,81.3,28.58
1991-07-23,0.0,-140.0,-6.1,-0.9,85.8,26.16
1994-12-08,0.02,-110.0,-4.9,4.3,84.6,23.25
1991-02-19,2.0,-110.1,-5.4,0.8,80.9,25.73
1995-07-03,-1.99,-179.9,-4.8,-0.7,75.1,28.39
1984-04-19,0.04,-109.9,0.1,0.3,82.8,25.95
1987-07-29,0.02,-109.9,-3.5,4.1,82.8,23.8
1995-11-22,2.0,156.1,-1.0,1.7,79.5,28.12
1990-08-07,4.99,147.0,0.5,7.8,82.3,27.4
1995-09-21,2.43,137.4,-2.8,-4.5,77.7,28.38
1995-08-13,0.02,-155.0,-4.8,-1.3,87.4,25.4
1995-09-15,4.97,137.0,-0.2,1.3,75.7,29.02
1996-08-21,0.0,-179.9,-7.2,-1.5,74.8,27.81
1996-07-09,4.99,-154.9,-7.9,0.4,84.1,27.81
1994-04-03,2.0,-155.1,-5.8,0.6,88.2,26.53
1994-10-08,-7.99,-125.0,-4.9,-1.4,75.3,25.6
1992-11-09,0.0,154.0,5.1,0.0,78.9,28.48
1993-11-04,8.04,-110.1,-1.9,3.5,91.0,25.8
1994-07-29,-4.98,-139.9,-7.5,-1.7,79.2,26.8
1991-05-29,0.0,165.0,-5.0,0.2,76.3,29.39
1993-08-23,-2.0,-179.9,-1.1,-1.1,72.3,28.67
1995-05-27,5.0,147.0,0.1,-1.3,79.1,27.45
1992-01-08,8.01,165.0,-10.9,-7.0,84.0,27.2
1996-07-06,0.01,156.0,0.1,-5.6,74.1,28.5
1993-07-14,-1.96,164.4,0.4,-1.3,81.9,28.5
1987-03-09,-4.99,-109.9,-3.9,2.7,82.2,26.56
1992-01-14,5.01,-140.0,-6.8,-2.8,80.5,27.69
1984-11-04,0.01,-124.56,-3.5,1.4,79.3,22.4
1992-02-02,-7.99,165.0,1.9,0.6,81.6,27.31
1994-04-22,0.01,-155.0,-4.4,1.2,82.7,27.45
1987-07-10,-4.99,-109.9,-3.4,4.0,82.2,26.16
1994-10-16,1.96,-140.0,-5.1,3.5,74.0,26.6
1996-10-08,-4.99,-139.9,-6.8,-1.7,80.0,26.25
1995-02-01,1.96,-140.0,-5.9,1.6,80.3,26.9
1993-06-17,0.01,-155.0,-4.0,-0.2,81.0,28.27
1993-08-16,-2.19,-170.0,-5.3,1.3,78.5,28.2
1989-09-08,6.99,-147.5,-1.5,3.9,82.4,26.58
1989-06-01,-4.99,165.0,-4.0,0.8,84.1,28.58
1996-12-16,8.07,-94.94,-3.7,5.8,80.9,25.95
1995-10-28,8.0,-170.0,-1.8,-0.5,78.7,27.9
1992-10-29,-0.02,-124.4,-5.0,3.1,86.7,23.62
1993-04-04,4.99,156.0,-3.2,-4.4,79.7,28.31
1992-09-04,5.05,165.0,-2.8,-0.9,72.7,29.45
1996-11-11,0.0,156.1,0.8,5.1,79.1,27.69
1994-01-08,1.99,147.0,-3.7,-5.8,76.5,28.73
1994-09-11,-0.21,-124.44,-4.4,0.8,89.1,23.8
1988-12-01,7.04,-140.1,-2.6,6.8,75.9,26.27
1989-12-14,0.0,-169.5,-1.8,-1.6,85.0,27.31
1990-07-16,0.01,165.0,-1.8,-3.0,82.6,29.11
1995-08-28,-2.15,-170.0,-8.2,-0.6,76.4,27.78
1994-09-14,-4.99,-95.0,-3.9,3.6,76.9,21.5
1990-08-13,8.96,-140.2,-6.2,-4.7,80.3,26.55
1995-01-05,0.0,147.0,1.3,1.1,77.8,28.08
1986-01-10,-0.01,-110.0,-5.3,2.2,94.5,24.19
1981-11-21,-0.01,-94.94,-0.2,2.6,91.3,20.34
1991-07-11,0.05,-110.0,-4.0,3.8,88.6,25.38
1996-08-31,4.99,-109.94,-3.5,5.3,75.3,23.92
1993-11-18,8.05,-110.1,0.7,4.5,95.3,25.44
1993-12-08,2.05,165.0,3.1,0.7,79.3,28.86
1994-04-29,5.02,-140.0,-4.9,-1.8,88.1,27.55
1991-05-04,-5.0,-140.0,-5.6,0.3,80.9,28.02
1992-11-11,0.04,170.0,4.1,3.5,78.1,27.84
1996-05-25,-5.02,-139.9,-4.3,-3.5,81.2,27.52
1992-07-15,-0.02,160.5,-3.1,0.8,79.7,28.34
1993-05-13,2.0,-179.9,2.1,-0.2,81.0,28.23
1984-11-10,-0.04,-140.1,-5.0,-0.2,79.3,23.44
1996-02-10,2.0,147.0,-2.3,-0.9,77.0,28.55
1994-10-04,-4.99,-124.9,-4.9,3.5,77.8,25.1
1996-05-02,-2.16,-170.0,-4.6,-0.3,82.1,28.11
1991-09-30,-1.98,-140.0,-5.0,-0.3,78.9,26.5
1992-05-23,0.02,143.0,2.1,1.1,76.6,28.75
1993-11-25,-8.01,-170.0,1.6,-3.0,77.3,28.19
1996-03-10,2.03,155.9,-6.8,0.2,78.2,29.19
1992-04-30,0.02,143.0,-0.4,2.5,78.5,28.44
1994-08-06,2.0,-170.0,-4.0,-1.0,71.6,29.14
1989-11-03,8.99,-140.2,-4.4,6.3,82.9,25.95
1985-05-22,0.1,-110.0,-3.9,-0.7,91.2,23.56
1992-08-16,0.01,156.0,3.0,-0.3,88.9,27.27
1991-01-15,5.0,-110.0,-2.3,5.0,88.7,24.6
1992-03-18,-2.02,-155.0,-2.2,-0.7,84.0,27.23
1995-11-19,8.99,-140.2,-5.2,-1.9,83.5,26.81
1996-04-22,-1.95,164.4,-3.9,-1.7,76.9,28.05
1992-08-03,-4.97,156.0,-2.1,-0.1,77.7,27.38
1995-10-15,-1.98,-155.0,-6.2,-4.1,84.5,25.17
1991-05-08,-2.05,-109.94,-5.5,1.7,77.7,26.47
1993-10-18,4.96,147.0,7.3,2.2,81.6,28.36
1994-04-27,5.02,-95.0,3.9,1.5,85.6,27.44
1991-08-23,8.01,165.0,-2.2,-1.8,81.9,27.52
1995-12-23,-1.99,-110.0,-2.5,1.6,84.0,22.44
1994-10-18,0.0,-170.0,-4.0,1.1,67.4,29.05
1995-04-18,6.69,137.6,-6.7,-0.6,88.3,27.95
1994-11-15,8.01,-170.0,-3.8,-1.2,72.6,27.31
1995-12-22,-2.17,-170.0,-4.9,-3.7,80.9,27.02
1990-08-07,5.0,-110.0,0.5,7.8,88.7,25.1
1994-06-21,-2.0,-140.0,-4.6,-0.2,81.3,26.95
1988-08-30,0.03,-169.5,-5.9,0.5,75.0,26.3
1996-08-29,-0.01,-109.94,-5.9,0.6,88.0,20.83
1988-03-04,-0.05,-109.9,0.5,-0.9,84.9,27.06
1996-04-29,4.99,-155.0,-7.2,2.0,88.8,27.31
1995-12-25,-0.31,-96.06,-2.3,2.9,94.9,21.9
1994-03-07,2.01,-155.1,-7.6,0.9,78.8,26.77
1995-10-02,-0.31,-96.1,-3.3,5.1,90.3,20.38
1996-11-21,8.05,-110.2,1.1,2.5,87.1,25.52
1995-06-11,9.0,-140.2,-5.6,0.1,79.8,27.1
1996-02-13,-2.16,-170.0,-5.3,-4.0,78.9,26.19
1993-08-27,0.56,171.0,1.6,5.7,79.0,27.66
1994-10-18,5.07,-110.0,0.7,4.0,76.6,26.92
1993-12-12,5.07,-125.0,-4.7,3.3,89.1,26.12
1996-01-26,-0.03,-170.0,-7.4,0.3,79.4,26.56
1994-12-16,0.02,-140.0,-6.6,1.2,80.9,26.56
1993-05-04,1.98,-95.0,-3.6,5.4,82.4,27.5
1994-07-03,0.0,147.1,-1.4,1.8,84.6,27.58
1990-05-07,0.0,-110.0,-3.6,2.5,85.8,25.95
1989-04-19,-2.02,-140.0,-5.6,-1.3,75.5,26.05
1986-08-28,0.0,-110.0,-4.4,1.2,91.7,21.9
1996-06-07,-1.99,-179.9,-6.6,-0.4,81.5,28.27
1992-06-10,2.01,-155.0,-5.4,2.3,81.6,28.16
1994-06-10,2.0,165.0,-2.8,0.1,85.3,28.42
1986-09-12,-0.01,-110.0,-6.1,3.7,80.5,23.05
1995-06-20,5.01,-155.0,-6.1,2.0,84.5,27.73
1987-09-08,2.03,165.0,-0.4,5.4,86.0,28.2
1996-09-14,-7.97,-179.9,-4.2,0.7,82.4,26.94
1994-10-19,5.0,-179.9,1.0,3.3,74.2,28.78
1992-09-04,-7.98,165.0,-3.7,0.6,84.8,27.2
1992-05-05,-5.04,-124.9,-5.5,2.7,83.6,28.19
1992-06-25,-5.04,-124.9,-6.9,1.5,75.4,27.55
1992-10-24,1.43,-129.4,-1.5,4.8,89.0,25.05
1995-09-01,8.0,-170.0,-1.4,0.0,89.2,27.12
1995-09-01,9.01,-140.2,-5.9,4.8,91.2,26.36
1993-11-24,-8.01,-125.0,-7.1,-1.9,78.1,26.23
1996-12-17,-8.03,-95.1,-5.9,4.4,78.2,22.1
1991-10-15,1.98,-155.0,-4.2,0.4,75.0,27.73
1994-01-17,-2.01,-140.0,-7.4,-0.8,81.0,25.81
1994-02-27,-2.02,-124.9,-3.8,-1.7,96.6,25.14
1994-02-07,9.01,-140.2,-5.6,1.6,84.5,25.89
1990-05-18,5.0,147.0,-3.2,5.4,84.8,28.58
1992-06-18,-4.97,-140.0,5.1,4.7,84.4,27.81
1994-03-26,2.0,-179.9,-7.8,0.5,87.1,27.66
1994-07-26,-4.99,-95.0,-5.0,2.7,82.0,22.95
1993-04-03,-0.03,160.5,-0.5,-2.9,79.3,28.64
1992-04-15,-5.0,-110.0,-6.3,3.4,79.7,28.05
1993-09-14,2.05,165.0,2.5,2.7,77.0,28.52
1995-01-18,5.04,165.0,-4.2,-4.1,87.1,27.52
1993-12-10,2.06,165.0,-1.7,-4.9,77.7,29.48
1995-11-16,8.06,-110.1,-3.5,3.7,92.7,26.16
1993-12-09,8.05,165.1,-1.6,-3.8,81.5,28.45
1991-10-08,5.0,156.0,-2.5,-3.3,78.1,28.55
1992-07-01,0.03,-155.0,-4.0,-0.6,87.5,26.6
1993-02-22,-0.02,160.5,-2.0,-1.9,84.0,28.11
1993-05-09,2.06,165.0,2.8,-5.4,84.4,27.69
1989-01-19,-0.07,-110.0,-1.1,2.4,76.5,20.98
1994-08-14,0.01,-155.0,-5.1,0.7,71.6,27.38
1995-04-21,-5.01,156.0,-0.2,-1.7,86.9,27.38
1996-06-08,-2.0,-110.0,-5.8,-1.4,82.1,24.3
1990-09-12,0.02,165.0,0.3,1.6,80.1,27.69
1995-11-28,4.97,-170.0,-5.0,1.4,81.1,27.7
1993-11-02,8.98,-140.2,-3.6,4.7,77.2,28.2
1994-10-06,-1.94,164.4,-2.5,0.8,77.1,28.56
1991-10-07,-4.99,-140.0,-4.6,-3.2,79.2,26.6
1990-05-03,5.0,-110.06,2.3,1.6,85.9,27.14
1994-06-13,-4.98,165.1,-2.0,-3.7,82.0,28.45
1996-12-30,8.06,-94.94,-1.8,2.4,79.3,25.95
1994-12-06,-2.11,-124.9,-7.4,1.6,83.2,25.73
1995-09-11,-2.0,-140.0,-5.8,-0.6,90.2,24.52
1987-04-02,-4.99,-109.9,-4.0,5.5,82.2,27.1
1987-06-11,5.02,-110.0,-4.1,7.2,86.8,27.69
1995-08-14,0.01,156.1,-2.9,3.0,74.8,28.67
1995-03-13,5.08,-124.94,-4.5,1.3,86.1,26.64
1995-01-10,-4.99,-95.0,-5.3,4.3,79.1,24.78
1992-09-29,1.95,-140.9,-5.1,2.9,84.0,25.73
1995-07-11,1.99,-170.0,-4.6,0.2,74.3,27.9
1995-10-18,0.02,-155.0,-5.5,-0.8,87.4,25.22
1993-04-14,0.01,-155.0,-2.6,-1.3,83.0,28.22
1990-11-02,2.0,-110.1,-1.9,3.6,80.9,22.56
